	2bit	3bit	4bit
101000000000000110000100001000111010000001111101010001000011	1.798084668536076	2.6542424352069913	3.3386621132976426
111100000000000111111100000000001101000000000001110000110001	1.6097785926330344	2.2767677144032614	2.857049506396643
100100011110010001010101100010100000101000000000100000010011	1.8076089652310257	2.6689500622167452	3.50659027295431
100100111000010000010100000000000000100000100110111100011011	1.798084668536076	2.670604161309561	3.5180069106195804
100011000100100110000110000010000000011000100000111110001001	1.798084668536076	2.5691886751024673	3.334421060677297
111111110000000000000000000000000111111111110000000000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
100000001000000000000010000010111000001000011110011111100011	1.7122405441921758	2.4820198639251365	3.1749143953068586
100000000000110000000001110000011000000000101111110110000111	1.665905339933209	2.367387732203827	2.9991028484686835
100000000000000000000000000000000000001111111110001111111111	1.2570817983090952	1.5352110126094511	1.813952243316571
100110100000110100001100001101101000110000000100010000000101	1.8130977911515196	2.6364363702509213	3.3669014198667093
101110000000111100100011000100000010000000000010011000111001	1.7779887310739835	2.607694842486379	3.3504827874330076
100000001111111111111000000000000000000000000000000000111111	1.2570817983090952	1.5352110126094511	1.813952243316571
100100000000100000110000100111100000011001000111111000000001	1.7494563273816994	2.501499604777415	3.275443742045139
111111110000000000001110000000000110000000000010000011111001	1.5428607535863514	2.12694362843505	2.72108839784196
111111111111111111100000000000000000000000000000000000000001	1.1167220906908362	1.2216342052635718	1.3285080048968272
111000000010010000000011011000000110100001100010000000111101	1.7779887310739835	2.617048505796392	3.363221929666495
110000000000100000000000000001001100111111111100000000111001	1.6097785926330344	2.2560896099308296	2.8369700280695627
100100000010001000011001100000011110110110000000001010100001	1.8098206376783854	2.6999186183870925	3.590218190975491
100001011001010000000001111101000000000010000111111000000001	1.7494563273816994	2.53657164705253	3.3280258330176427
100001111001100000011100000000000100000000000001111101000111	1.665905339933209	2.3982803486464075	3.0749763380275246
100011111111111111111100000000000000000000000000000000000001	1.2570817983090952	1.4766482356116541	1.6999585135219468
110000011000000010000001100111111000011001100110000000000001	1.7122405441921758	2.3890092800234703	3.022178108168327
101000000000001000000001111001100000000111110000000100011111	1.665905339933209	2.3939932783793916	3.039888618729279
100001111111111111111100000000001000000000000000000000000001	1.3697693284703485	1.7013108133867747	2.0365245837239256
100101000001110001001010100001100010010000100001100000011001	1.8076089652310257	2.685652252725976	3.506799111990167
100100000000000100111001010000000000011111100001111100000001	1.7122405441921758	2.4629956734465117	3.1463545954290395
100000011111111110000000100000001111100000000000000000000111	1.4636488292592815	1.9653182794238246	2.453152508288941
100111110000000000000000000000000000000000001111111111111001	1.3697693284703485	1.7237313310647284	1.9822837694720605
110100011000000011100100001001000100101111001000000010000001	1.8098206376783854	2.6682053584372993	3.515399550510747
110001111000001000001100000000111000011000001000101110000001	1.7494563273816994	2.5490805128820804	3.2297707782885117
100111000000000011111111000000000000000000111111000000000011	1.4636488292592815	1.9474872829349215	2.382786744524094
101000000100001101101100000001000101101000010010010000100011	1.8076089652310257	2.6460133349711614	3.3823021314207025
111101000000000110000000000101100000111000000000100001111101	1.7122405441921758	2.474697650465883	3.1952351621024957
100001100111000010000000110000000000000000000000011111111111	1.5428607535863514	2.12694362843505	2.69313001111506
101000000110110010000100010000101011000100101000011000001001	1.7927596152495757	2.6533113010726503	3.488583210195149
100000000000001110000001000111000111110000010000000111000111	1.665905339933209	2.3618512277255914	2.934067687618983
100110000001000001100111100000000000000001100001000110110111	1.7494563273816994	2.5259427901791613	3.2513253711265766
101111111111000011111110000000000000000000010000000000000001	1.4636488292592815	1.9255586282484323	2.310605089996448
100011000000000010001100111001100001001010001000011000110001	1.8098206376783854	2.612747298672969	3.3782689089325495
101110110000000000000000000000000011101111000000010001011111	1.665905339933209	2.3066427571720114	2.8609336533389964
110000000100000000000111000000000000011111000000110001111111	1.5428607535863514	2.151854722194641	2.7174453089062833
101110001100000011100000000000000000100000011110111110000001	1.665905339933209	2.363222647373031	2.9772587695592705
100001110000000101000010001111110011100001010000000000001001	1.7779887310739835	2.6056220188689276	3.3628200576827916
100101111110000000111110000000111000000000011000000100000001	1.665905339933209	2.3855411232815804	3.0749763380275246
111111111111111100000000000000000000000000100000000000001101	1.3697693284703485	1.7402590209572224	1.9983159391706515
101111011001001000100000011000000001001000010011000001000101	1.8130977911515196	2.70832034510746	3.4778977813157184
111000111100001110000010000011000000000110001000000000111001	1.7122405441921758	2.430943823222256	3.1194840459017685
110011111111100000000010000000000001100000011111000000000001	1.5428607535863514	2.12694362843505	2.69313001111506
100000000000000000000000000000000000000001111111111111111111	1.1167220906908362	1.2216342052635718	1.3285080048968272
101011100000000110101001000000000000111000000100010011100011	1.798084668536076	2.6634160382352583	3.4384937552007644
100000111001000000011111011000000100000000000100111000000111	1.7122405441921758	2.4911934669534035	3.2245147009143076
100000000000011111111011111100010111000000000000000000000001	1.5428607535863514	2.080855170754052	2.5363812621059094
110000000111110010000010100001000001100000000110011010100001	1.798084668536076	2.670604161309561	3.4839852518968106
110100110000010111011000000000110000000100010001100000110001	1.798084668536076	2.6139324978991656	3.423504158536435
111111110000000000000001111000000000000001000001100000111101	1.5428607535863514	2.141528338696016	2.6697652857558425
111000101100000001000001000000000000110000001111000011101011	1.7494563273816994	2.563323698505864	3.3066648339792604
111000000000110000000000000011111111111110000010000000000001	1.4636488292592815	1.9653182794238246	2.454291658574391
100000000100111000000000011100100000100111110000011100000011	1.7122405441921758	2.4456809434338656	3.099482879336163
100000000001100000000110011001111111111000000000110000000001	1.6097785926330344	2.188243602452738	2.6941204453825556
100000000001100000000000000000000000000000011111111111111111	1.2570817983090952	1.5352110126094511	1.757860092913549
100000000110000000110010101000000100101010101110000011000101	1.8076089652310257	2.682215458375527	3.4242382634481263
110000100001000000110000000111000000000010111111000000001111	1.665905339933209	2.413017468858017	3.0693307441033686
111111000000000000000000000011100000000001000011000011111111	1.4636488292592815	2.0034374984148613	2.5326143506219374
100100010101000000000000111111111110000000000001010000000101	1.7494563273816994	2.3819202522322955	2.962411582334084
100111111100000111000000000000000000000000000000000111111111	1.3697693284703485	1.76584107366488	2.1358890325296445
100011111100110000100010000000000000101000000000100001111011	1.7494563273816994	2.561146996730306	3.3621340924668646
100000001100000100011101000000000100000010000111000011111101	1.7494563273816994	2.5674319618441044	3.23974286997674
100000000100000000000000000111111111111110000000000010110001	1.5428607535863514	2.089021760116417	2.5620880779643223
100111000000000000001111001110000100001000000011100001001101	1.7494563273816994	2.554089031079551	3.2337280149408385
110010000101111110000010111000000000011110000000000000000011	1.665905339933209	2.405712189557689	2.985455583922669
100000000000001100000000000000001111111111000001111110000001	1.4636488292592815	1.917820219041696	2.370872579589067
100100000011111111001100000000000000011000001000011000001101	1.7122405441921758	2.4764563467417937	3.1157474914367675
111111110000000000011111011110000000000000000000000000000111	1.3697693284703485	1.7880804674369748	2.184209646740954
100000000000110000010101011011011100011010000010000011000001	1.8098206376783854	2.6292566657121923	3.3915125493213827
100000110000001001101000001110000100001000011000110001000111	1.798084668536076	2.618700984672815	3.3171470939261622
101100001011000101000000101000010010001000110000000001011101	1.8076089652310257	2.7011232357608588	3.5016180115481244
111100000000000000001110000000001000000111110110000010011101	1.665905339933209	2.3909750693460796	3.0423873821303276
100001111111110000000000000000000000000000000111100011111001	1.4636488292592815	1.917820219041696	2.3602567003987556
110110000011000000000111000111100000110000000000000010010111	1.7122405441921758	2.4743511211797076	3.1911819035333147
111110000000000011100100001011111000000111100000000000000001	1.6097785926330344	2.282378541287615	2.8774350541477522
100100001111110000000000000100111111110000000000000000000111	1.5428607535863514	2.1125562688464874	2.650407337549522
100000001111111111111110000000000000001100000000001000000001	1.4636488292592815	1.9251238169235343	2.3657761926512895
100000000010111100011000010000001100100100000101001010001011	1.8130977911515196	2.6958859508677873	3.537977734331852
111100110000000000000000000000011100000001000011111101110001	1.6097785926330344	2.2767677144032614	2.9275184396262315
100011110000000000111111010011000000000001000100111000000001	1.7122405441921758	2.4820198639251365	3.2245147009143076
100011111000000000000000100111000000000000011111101000001011	1.665905339933209	2.386687999079064	3.062479435248339
110000000100110000000011000000001111010010001100010010001011	1.798084668536076	2.6471832731118923	3.498651858539111
101010000000000000000010011110111100000000001111000000110011	1.7122405441921758	2.4746976504658833	3.156250978545645
100001111100000000000000000000000000111000001111111111000001	1.4636488292592815	1.917820219041696	2.3564897889147836
111100000000010001001010110001000001110110000010000011000001	1.798084668536076	2.670604161309561	3.5000748247925797
100000000000000000011001100000110001110000001111110101100001	1.7122405441921758	2.446598699206659	3.1060107987565893
100100000000000000001100000000000000011111111111111100000001	1.4636488292592815	1.9251238169235343	2.3695431041352615
100000001010000000001010001100000101010101000101010100101011	1.7298352257716236	2.424127114971578	3.0763724670445973
111000100000000011001101001000110000100000110000001111000001	1.7779887310739835	2.59640135917511	3.3665723603287763
111111100000010100001110000110000000001111000000000000000101	1.665905339933209	2.386687999079064	2.9841071822884495
111111111111110000000000000000000000000000000010000000111011	1.3697693284703485	1.7953840653188131	2.1395785449745803
100001111001111111000000000000000111111100000000000000000001	1.4636488292592815	1.917820219041696	2.3602567003987556
100000011000111110100111100000000001110100000000000000101001	1.7494563273816994	2.5583151803083926	3.271256621372263
100000000000000000000000000000011111111111111000000000011111	1.2570817983090952	1.5352110126094511	1.813952243316571
110000001000101101000001000000011001000100100111000110000011	1.8098206376783854	2.6447400067312667	3.484012089133205
100000000000000000000000111111010000000111110000101000011111	1.6097785926330344	2.2383986878610873	2.7912638364384508
111111111111110000000000000000000000000111110000000000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
100001000000000000001011110001110100101010000100000000111011	1.798084668536076	2.632507073938457	3.3890745583140554
100000000100000011000000011111001111011000000110000000000111	1.665905339933209	2.3746930115041547	3.074976338027524
111111000000111111011111000000000000001000010000000000000001	1.5428607535863514	2.1271409791074536	2.655050539417775
110010000000001000100001111000100001000100100001100011010101	1.8130977911515196	2.6861787500187657	3.493555471601334
101000000011000000001110011110010000000001101001100000011001	1.7779887310739835	2.6056220188689276	3.290206628078972
110111000000000000000000000000000000011111001111111110000001	1.4636488292592815	1.9479220942598197	2.361929520682575
101110000110000000111001010100000000000101100000010000011101	1.798084668536076	2.646689195164195	3.4109186372234683
100000000001100100000000011111110000011011000010000000001111	1.665905339933209	2.3982803486464075	3.088219978416357
100000000000000000000011111111111111111100000000000000000001	1.2570817983090952	1.4766482356116541	1.6999585135219468
110010001110000000001001001100011001101010000000001000010011	1.8098206376783854	2.6447400067312667	3.4395815718049403
110000010000000000001100000111110011100010000001011100010001	1.7494563273816994	2.560373996193349	3.3077644107981254
100011111111111100011110000000001000000000000000000000100001	1.5428607535863514	2.074437049855451	2.595434459039911
100000010000111111111111100000000000000001111000000000000001	1.4636488292592815	1.9251238169235343	2.3827200909608264
101010010000010100000000011001000101010100001000110000010111	1.7927596152495757	2.635346680188325	3.392321631165235
100111100000000000000000111111000001100101110011000000000001	1.665905339933209	2.370527926673359	2.9658167158741824
110000000000000000000000000000000000001111111111001111111001	1.3697693284703485	1.7658410736648797	2.0210717466910104
100010010000000010001001100011001001111100011000000000011001	1.798084668536076	2.5691886751024673	3.3401303231210258
100100000000011001100011111100010110000001110000001000000001	1.7494563273816994	2.554089031079551	3.334982623097429
100000000000000000000000000000000010111111111111111100010001	1.4636488292592815	1.8704335838868416	2.204430203490765
100100110000000000101110010011000100001000010100100010000111	1.8130977911515196	2.6615722343488684	3.464298244152558
111000000111100000000000111111110110000000000000000110000001	1.5428607535863514	2.1042042518618693	2.6504073375495225
100000000000000000000000000000111111000110000000011111111111	1.3697693284703485	1.76584107366488	2.150460260945552
100010100110000000000000100101110010000101111000100000100011	1.8098206376783854	2.684982110853776	3.5056785443433642
111000000100010100001000000000010100000000110111111000001101	1.7779887310739835	2.600516288112247	3.3621340924668655
100000000110001000001000011111111000000000010011000011100001	1.7122405441921758	2.436507340405599	3.167815405588847
110000000000000000000000000000000000000111111111111111110001	1.2570817983090952	1.5352110126094511	1.757860092913549
101100001000101111011110000000100101100000010000000000000101	1.798084668536076	2.6479656420805218	3.305655479328731
111101100011110000001000000000000000000001100111011100000001	1.665905339933209	2.367387732203827	3.033786943609747
111111000000000000000000000000000111000000000011011111111001	1.4636488292592815	1.9479220942598197	2.4102608803696532
110001110001100000010011100000001000100000100101101000000101	1.8098206376783854	2.6892691811207916	3.5136475247193455
100111000000000000000001000001000100111111100101000011000011	1.7494563273816994	2.5490805128820804	3.3102986811969846
100000000000011111000000000000000000111111111001111000000001	1.4636488292592815	1.917820219041696	2.3602567003987556
111100000000000001000000000000000000000000000111111111111111	1.2570817983090952	1.5696937712301406	1.8841276819130623
100010110000000000111000000000011100000011101100110000100011	1.7494563273816994	2.5259427901791613	3.2440804792528204
111100000011100000011100000000000000010000000000111111110001	1.5428607535863514	2.12694362843505	2.6691139492192044
100000011110001101110000000100000000001100100000000111110001	1.7122405441921758	2.4764563467417937	3.2364893953827694
110000110011110000101000001010010000100001011000100000000011	1.8098206376783854	2.676529955755965	3.5004038843305127
100001110000110100000001010000000111110000000000110011000101	1.7779887310739835	2.628341989107661	3.396557623173339
110000100000000001110000011100000000001111000000000011110111	1.6097785926330344	2.2895069397680885	2.835205427487229
100000000001100000000001111001100000000011111000000011111001	1.6097785926330344	2.188243602452738	2.773630427411319
110100001101001000001010101100100001000010000010011000001001	1.7927596152495757	2.625908639722648	3.4695543215267617
110000000000000000011100110100000010011101001100000011100101	1.7779887310739835	2.617048505796392	3.2745980863927873
100011100000000000000001110001101000000000001100110010011111	1.7122405441921758	2.4764563467417937	3.165993463477525
110011011100000001000000000011101101001001001000100000001001	1.8098206376783854	2.6892691811207916	3.4095716568058254
111100000000001100001111110000010000001101111000000000000001	1.6097785926330344	2.2767677144032614	2.913981304604301
111111011111111000000000001111100000000000000000000000000001	1.3697693284703485	1.7478860049366842	2.105886954693408
101110000001001110000000000001000000101101110100000011001001	1.798084668536076	2.6684245564327287	3.432309531063357
111000000110000000000000000111111111110000010000000001100001	1.5428607535863514	2.12694362843505	2.6737571510874574
111111000000010000000001100000000000000000000001111111111001	1.4636488292592815	1.9653182794238246	2.458058570058363
110010000100000001111000000000000011110010000111000010100011	1.7494563273816994	2.5603739961933494	3.271202412160591
100000111110001000000000000000111101000000110001110001000011	1.7122405441921758	2.4911934669534035	3.1706848050415446
111111100000000000000000000000000000000011111111000000011111	1.2570817983090952	1.5921142889080948	1.9201271298222538
101100010000010000000000110001000010011000110000000001111111	1.7494563273816994	2.5603739961933494	3.178451963133049
100011100000000000000110000000010100000000011110111111100001	1.665905339933209	2.378235843981253	3.0628830594055207
101111111111110010000000000000000000000000111000000110000001	1.5428607535863514	2.1141256773460144	2.6153474643913364
101010000000000001000000111011101010000000011000000010011111	1.7779887310739835	2.5683322167033347	3.31098754253876
100000001111000000000000011111100100011111110000000000000001	1.5428607535863514	2.0995409670850482	2.653399089948562
111111000000000000000000000000000000000111111111111100000001	1.2570817983090952	1.5352110126094511	1.813952243316571
100000011101000000000110000001100000111010000010000001111101	1.7494563273816994	2.5570387333920657	3.1950064484248704
100000000000000000011111001111111000000000100000001100001111	1.5428607535863514	2.12694362843505	2.72108839784196
111111111111100000000000000000000000000000000000000001111111	1.1167220906908362	1.3162353828714297	1.5161752170230298
110000111110000100000000010011100001001100100000000000001111	1.7122405441921758	2.4519659085476637	3.1628099052034764
100000000000011000001000000000111101100011001101111000000011	1.7122405441921758	2.437425096178392	3.1474937457144887
100000000000000000000111111011110000000000000100011101111001	1.6097785926330344	2.2418423247614276	2.7890061889511033
100001100100000000000100000010011000000011110000100110110111	1.7779887310739835	2.6169155021801966	3.3729615184725255
100000000001110011000010000000000010000000001111111111100001	1.6097785926330344	2.2311785161712385	2.8719956116645338
100000000001111111111110000000000000000000000000000001111111	1.2570817983090952	1.5352110126094511	1.813952243316571
110001100000111100001111100001000000011111000000000000000001	1.6097785926330344	2.250478783046476	2.85295840764062
101111111111110000000000100000000000111100000000000000000011	1.4636488292592815	1.9657530907487228	2.3603325787005995
110001001001101101000001001000100100000000010110010100000011	1.8076089652310257	2.622500946047902	3.4181960364369495
110010000111111001100000000000111100000001100001100000000001	1.665905339933209	2.3382638905833386	3.0024996666532537
101000000000000001110001111111100000000100000110000011100001	1.665905339933209	2.3855411232815804	2.9841596393266436
111111111110000000000000000000000000000000011111111000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
101101111100111011100000000001001100000100000000000010000001	1.7494563273816994	2.5570387333920657	3.2580129809834304
101111000000000000000000011110000000001000000001110011110111	1.6097785926330344	2.2576989547363246	2.7843629870828503
111111111011000000011111111000000000000000000000000000000001	1.3697693284703485	1.7478860049366842	2.1044908256763346
100100001000100010000010011001000001000001000001101001110111	1.8130977911515196	2.6615722343488684	3.3922495503589243
111100000000000001110000001100000000001111111100100001000001	1.6097785926330344	2.2560896099308296	2.9156837694833593
100000111111011111100000001110000000001000000011000000000001	1.6097785926330344	2.260911084428365	2.889246049618037
101001010000010010010011000100010101001000000100011010000011	1.7674907185233462	2.5703351975708615	3.330795779688754
111001000110100000001001111000010000000100000010101000000111	1.798084668536076	2.642406367802669	3.442502304938911
111101100100000000000110000000000000000011011111110010000001	1.665905339933209	2.3909750693460796	3.0131427294724826
111111111111110000000000000011111000000000000000000000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
100001100011111111110000111000000000011010000000000000000001	1.6097785926330344	2.260911084428365	2.8212276821867053
100000000000011111001111100000000000000001111000100000001111	1.5428607535863514	2.12694362843505	2.688486809246808
111111100000000000000011111111111100000000000000000000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
100001010000000000111100100000000000100010000001100111111011	1.7494563273816994	2.561146996730306	3.364735782472369
100000000000010000001111110000000000000000011101111101110001	1.6097785926330344	2.2418423247614276	2.7833975028295628
100000000000000000000000000000000111111111111111111000000001	1.2570817983090952	1.4766482356116541	1.6999585135219468
101011100100001000011111000000101000001000011001100000000001	1.798084668536076	2.676889126423359	3.510472532674476
100111000010000111100001100111100000100100001100000000000001	1.7494563273816994	2.5002231578610883	3.271253725246412
100000000011110000000000000001111110111110001110000000000001	1.5428607535863514	2.0855781232160764	2.580231898953031
111111111111000000001111111000000000000000000000000000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
110101000000001110010111001001000000001001000011000000010101	1.8130977911515196	2.6923865857308615	3.495476866494242
101100010001000111001100000110110000000100000000100001100101	1.8098206376783854	2.6656818439785392	3.4267243941512193
100000110010001111000000011111100100000000001110000000000011	1.665905339933209	2.3618512277255914	3.050831026340332
111111111100000011100000000000000000110011100000000000000011	1.4636488292592815	1.9748899442849235	2.4504760524174922
111101100010000000101010001000001100000101010100000001001001	1.8076089652310257	2.661824782412705	3.477136839167632
101111111111111000000000000000001000000011000000000000001101	1.5428607535863514	2.080855170754052	2.506389929745441
111101101111110000001111100000000000001100000000000000000001	1.5428607535863514	2.0709337452699073	2.580069419924735
100010010001010010111000110000000000010000100000010001110111	1.8098206376783854	2.684982110853776	3.477825700509409
111111110000000000000111110111110000000000000000000100000001	1.4636488292592815	1.9657530907487226	2.429368867011641
111111111111111000000000000000000000000000000000000011110001	1.2570817983090952	1.5352110126094511	1.813952243316571
111000110000000000001100000111100000000000000111100001001111	1.6097785926330344	2.263218008411303	2.9075365160323043
101100000000010000000000000110000111111111000000111000000011	1.6097785926330344	2.2767677144032614	2.836957453278631
110001100000010110000010001010001100000010001001001010001101	1.8076089652310257	2.641127074693695	3.435152567444441
100111000000110000111101010001100100010000000000100001000011	1.798084668536076	2.6619203933235016	3.49283994932829
100000001111000011110000000011100000000000000001110011110001	1.6097785926330344	2.188243602452738	2.702106587180608
111111111111111000001111000000000000000000000000000000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
111000010000000011110000010001000001000100001100110001101001	1.798084668536076	2.6334381048844238	3.413099649499171
100000001101110001100000000000011111110000000011110000000001	1.6097785926330344	2.2145325338095234	2.8087181467095643
111100000000000000000000000000000000110000000011111111111111	1.2570817983090952	1.5921142889080948	1.903183231512717
111010000001110001011010000011101110000001000001000000000001	1.7779887310739835	2.6118097714235162	3.3005590923909542
111111100000000000000010000111111111000000000011000000000001	1.4636488292592815	1.9653182794238246	2.454291658574391
100000000000111111110000000000000000011111110111000000000001	1.4636488292592815	1.918255030366594	2.3459497880263167
110000011100000011100100000000010000000001001111111000000011	1.665905339933209	2.3765883479372003	3.0174953328334877
101100000000111110011110011110000100000011000000000000000001	1.665905339933209	2.370527926673359	3.0054980761283376
110000000000000000000001111111000000000000000011111111110001	1.3697693284703485	1.7658410736648797	2.1153725416473064
110011000000010000000000000011111100111000000000001110000111	1.6097785926330344	2.263218008411303	2.872045172576877
111100000000000000000000000000001000011111110000000011111111	1.3697693284703485	1.8133391340470086	2.2485191093367822
110100000101000100000000110000000000001111101001011001010001	1.8098206376783854	2.674169783646121	3.524402138279234
100000000000010000000001100000111000001100110000000111111111	1.6097785926330344	2.250478783046476	2.865600384004879
100011111001000000000000001111100000001000111100000000011001	1.665905339933209	2.3491120023607643	3.0508310263403327
101100000000010000000010000110011111101110000000100000110001	1.7494563273816994	2.566155514927777	3.3091595309115336
100011111100000000110001111111111000000000000000000000000001	1.4636488292592815	1.917820219041696	2.370872579589067
100001111100001100010000000000000110011111000001011000000001	1.7122405441921758	2.4764563467417937	3.1996496502931224
101100000000000001000100000000110000001000000000111111111111	1.6097785926330344	2.257467447528024	2.722407891647389
101000001110110110100010000100010001100011000100100000000001	1.8130977911515196	2.70301434934826	3.4470973671113976
100001000011101100000000000001101111011100000001010000000011	1.7494563273816994	2.525135881309137	3.249865727532375
111000000000011111111111100001100000001000000000000000000011	1.4636488292592815	2.0034374984148613	2.4882402275871867
111111111111111110000000000000000000000000000000000000000111	1.1167220906908362	1.3162353828714297	1.5161752170230298
111000101001100000000000001100000111111111000000000000000011	1.6097785926330344	2.30452013637631	2.892430720327986
111000111111110000000000000000000000000000011111100000001101	1.4636488292592815	1.9479220942598197	2.3770802706722347
101101000001010000011000000000111111110000000000110000000011	1.7122405441921758	2.4746976504658833	3.123307697714603
111010011000100000100000001110011111000000111000000000000001	1.7122405441921758	2.491193466953403	3.215914262393727
100000011111111100000111111000111000000000000000000000000001	1.4636488292592815	1.917820219041696	2.3564897889147836
101001001000000001110000001100011010101001011010000000000011	1.8130977911515196	2.6707233005531337	3.4778228043835573
100001001110001110001000100000000010000001000100000011011111	1.7779887310739835	2.59640135917511	3.3305208676943026
110000000011111100000000000000010011110000001000111110000001	1.6097785926330344	2.2560896099308296	2.867352409796281
100001111111000000011111110001100000000000000001100000000001	1.5428607535863514	2.07099341295511	2.5817376335815534
110010000111000001001010000000001011000100110010100000010101	1.8076089652310257	2.6833374218053083	3.4843902972705685
100000011001001011010000100011110000000100000000011100000111	1.7779887310739835	2.628208985491466	3.47272641744578
111100000110101000000000000000010110000001011111000000110001	1.7494563273816994	2.536429364620406	3.2412652890117943
111111111000011110000000000000001010000000011110000000000001	1.5428607535863514	2.1271409791074536	2.6418068990289427
100001111111111111111000000000000000000000000000000000000111	1.2570817983090952	1.5352110126094511	1.813952243316571
111101000011000000000100011100010100011100001000001001000001	1.798084668536076	2.6527467902952346	3.4398439090084607
110110111000000000000010000000000000000010110000010011111111	1.665905339933209	2.3744860241374037	2.976036976361951
100000000000000111100000000000111000000011111111111000000001	1.4636488292592815	1.917820219041696	2.3564897889147836
101110001000110110000000000001001000100000101100100011100001	1.8098206376783854	2.6984427841490586	3.465316165032268
100000001111111000000001111000000111011000001100000000000001	1.6097785926330344	2.2145325338095234	2.8087181467095643
100010000000011110000000111111111100011100000000000000000001	1.5428607535863514	2.0995409670850482	2.6340262299209596
100001101111110000000000011000000000000000111111110000000001	1.5428607535863514	2.0855781232160764	2.6067191797306966
101100011000000100001000000000000101101000011111011001000001	1.798084668536076	2.6684245564327287	3.4727264174457804
110000001101100000000000101111111000000000011000000000001111	1.6097785926330344	2.2704381801011513	2.827085660648388
111111111000000000000000000000000000000011111111110000000001	1.2570817983090952	1.5352110126094511	1.813952243316571
110010001000100100000001000010110100100101011000000000110011	1.8076089652310257	2.622500946047902	3.432910782775017
100010010001100110001110000110010000000000001000001011001101	1.8098206376783854	2.6489050915620624	3.4385450682865835
111000000000000011110010000000000111110000000000011111100001	1.5428607535863514	2.12694362843505	2.688486809246807
100000000000000001010000011110000011111110000111100000000011	1.6097785926330344	2.282378541287615	2.832314251410379
110110000000000000000000001010000111110001110010000000011111	1.665905339933209	2.405712189557689	3.125806461115651
100100000000000111101000000000001101100000111000111100000011	1.7122405441921758	2.4793596393771784	3.2130259824427276
111110000110000000000000000000111110000000000000000011111111	1.3697693284703485	1.8060355361651703	2.2341363186624994
100001000000100000000001111010111000000101100000100010001111	1.7779887310739835	2.617048505796392	3.382583051262869
100000001111111111111111110000000000000000000000000000000001	1.2570817983090952	1.4766482356116541	1.6999585135219468
110001110000000100000000100011110000100001100110001100010001	1.7779887310739835	2.534680533465129	3.2541759648331783
110000101010000100000001100000100111011000011110100000000001	1.798084668536076	2.663416038235258	3.516414575264606
111101000000000100000000000000110000000000000111111111110001	1.5428607535863514	2.1271409791074536	2.6590077760701023
100111111111111100000000000000000000000011111000000000000001	1.3697693284703485	1.7237313310647284	2.0606172069953756
110110010011001110011000001000100110100000000000000001010001	1.8098206376783854	2.6656818439785392	3.4851244021822603
100000001001110001000001110000010011101011100100100000000001	1.798084668536076	2.6682053584372993	3.402158508266461
111111100000000000011010011111110000000000000000000001100001	1.5428607535863514	2.141528338696016	2.6464779470372544
111111111110000000000000000000000000000000000000000111111111	1.1167220906908362	1.3162353828714297	1.5161752170230298
101011111110000100001110000000000010000000000011011100000001	1.7122405441921758	2.4655240474376163	3.1733910831930827
100000111000000001111000000000000000010000011110000001111111	1.5428607535863514	2.12694362843505	2.6691139492192053
